Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Category;Bug-Type;OB-Category;OB-Rating;Ground-Truth;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug44;1;Tag text removal bug;0;Synthetic Bug;Undesirable component;Hard;2;['9'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug44;2;It seems like it will remove all tags with the same header as the deleted tag.;0;Synthetic Bug;Undesirable component;Hard;3;['9'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug44;2;It seems like it will remove all tags with the same header as the deleted tag.;0;Synthetic Bug;Undesirable component;Hard;3;['9'];10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug53;0;New file dialogue always says Type: Markdown rather than previous type used;1;Synthetic Bug;Wrong information is displayed;Easy;4;['4'];10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug53;1;This appears to be a cosmetic issue only - the second new file is named something.todo.txt, so the app is correctly remembering the user's last settings, but nonetheless it looks odd and confusing to the user.;0;Synthetic Bug;Wrong information is displayed;Hard;5;['4'];10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug129;0;App crashes if incorrect secret is entered;1;Non-Synthetic Bug;App crashes;Easy;5;['8'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug129;0;App crashes if incorrect secret is entered;1;Non-Synthetic Bug;App crashes;Easy;5;['8'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug129;1;App crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['8'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug129;1;App crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['8'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug130;0;"Onboarding issues: Third ""Let's get started"" slide show the wrong encryption method";1;Synthetic Bug;Undesirable component;Hard;3;['1'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug130;0;"Onboarding issues: Third ""Let's get started"" slide show the wrong encryption method";1;Synthetic Bug;Undesirable component;Hard;3;['1'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug130;0;"Onboarding issues: Third ""Let's get started"" slide show the wrong encryption method";1;Synthetic Bug;Undesirable component;Hard;3;['3'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug130;1;Since you have chosen Android KeyStore as encryption method this is optional.;0;Synthetic Bug;Undesirable component;Hard;3;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;1;Since you have chosen Android KeyStore as encryption method this is optional.;0;Synthetic Bug;Undesirable component;Hard;3;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;1;Since you have chosen Android KeyStore as encryption method this is optional.;0;Synthetic Bug;Undesirable component;Hard;3;['3'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug130;2;"The dropdown on the third slide has ""None"" and ""Device credentials"" greyed out, so I guess the text is just a UI bug.";0;Synthetic Bug;Undesirable component;Hard;3;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;2;"The dropdown on the third slide has ""None"" and ""Device credentials"" greyed out, so I guess the text is just a UI bug.";0;Synthetic Bug;Undesirable component;Hard;3;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;2;"The dropdown on the third slide has ""None"" and ""Device credentials"" greyed out, so I guess the text is just a UI bug.";0;Synthetic Bug;Undesirable component;Hard;3;['3'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug130;3;"I went back to the second slide and double checked, it still says ""Password / PIN"".";0;Synthetic Bug;Undesirable component;Hard;4;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;3;"I went back to the second slide and double checked, it still says ""Password / PIN"".";0;Synthetic Bug;Undesirable component;Hard;4;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;3;"I went back to the second slide and double checked, it still says ""Password / PIN"".";0;Synthetic Bug;Undesirable component;Hard;4;['3'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug130;4;"Selecting ""Android KeyStore"" and then back to ""Password / PIN"" updates the text on the third slide.";0;Synthetic Bug;Undesirable component;Hard;4;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;4;"Selecting ""Android KeyStore"" and then back to ""Password / PIN"" updates the text on the third slide.";0;Synthetic Bug;Undesirable component;Hard;4;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;4;"Selecting ""Android KeyStore"" and then back to ""Password / PIN"" updates the text on the third slide.";0;Synthetic Bug;Undesirable component;Hard;4;['3'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug130;5;"However, here's a second issue: if I explicitly select ""Android KeyStore"" then the third slide still has a red text saying ""Please set a password to continue"".";0;Synthetic Bug;Undesirable component;Easy;5;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;5;"However, here's a second issue: if I explicitly select ""Android KeyStore"" then the third slide still has a red text saying ""Please set a password to continue"".";0;Synthetic Bug;Undesirable component;Easy;5;['1'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug130;5;"However, here's a second issue: if I explicitly select ""Android KeyStore"" then the third slide still has a red text saying ""Please set a password to continue"".";0;Synthetic Bug;Undesirable component;Easy;5;['3'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug191;0;Negative Credits;1;Synthetic Bug;Wrong information is displayed;Hard;2;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug191;1;2. drag+drop any defence towers you like, credits < 0 are possible;0;Synthetic Bug;Wrong information is displayed;Easy;3;['0'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug206;0;Timestamp 0 when never exported.;1;Synthetic Bug;Wrong information is displayed;Hard;3;['13'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug206;1;Last exported: 1970-01-à1 01-00-00.0;0;Synthetic Bug;Wrong information is displayed;Hard;3;['13'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug256;0;App crashes when trying modify account if default transaction account no longer exist.;1;Non-Synthetic Bug;App crashes;Easy;4;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug256;0;App crashes when trying modify account if default transaction account no longer exist.;1;Non-Synthetic Bug;App crashes;Easy;4;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug256;1;5. Modify account B, crash occurred.;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug256;1;5. Modify account B, crash occurred.;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug256;2;App crashed.;0;Non-Synthetic Bug;App crashes;Hard;2;['0'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug256;2;App crashed.;0;Non-Synthetic Bug;App crashes;Hard;2;['0'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1066;0;URL bar text sometimes cleared when pressing near url bar;1;Synthetic Bug;Text in Component disappears;Easy;4;['2'];6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug1066;0;URL bar text sometimes cleared when pressing near url bar;1;Synthetic Bug;Text in Component disappears;Easy;4;['1'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1066;0;URL bar text sometimes cleared when pressing near url bar;1;Synthetic Bug;Text in Component disappears;Easy;4;['2'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug1066;1;Text clears;0;Synthetic Bug;Text in Component disappears;Hard;2;['2'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1066;1;Text clears;0;Synthetic Bug;Text in Component disappears;Hard;2;['1'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1066;1;Text clears;0;Synthetic Bug;Text in Component disappears;Hard;2;['2'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug1067;0;Home screen tips toggle improperly indented;1;Non-Synthetic Bug;Text in a component is misaligned;Easy;4;['2'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1067;1;"""Show homescreen tips"" is indented";0;Non-Synthetic Bug;Text in a component is misaligned;Easy;3;['2'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1096;2;When I try to replicate given the steps above (on a Pixel 3), I just get a crash immediately after tapping the back button in the left side of the header.;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1096;3;get an endless Loading screen;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1096;4;unable to go back;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1096;5;have to force close iNat app;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1207;0;App crashes due to invalid values being processed;1;Non-Synthetic Bug;App crashes;Hard;3;['10', '11', '12', '13'];3;0.3333333333333333;0.4761904761904761;0;0;1;1;1;1;1;1;1;1
Bug1207;1;"When entering an invalid value (empty or ""0"") in the ""Advanced Options"" section when manually entering details, the app crashes.";0;Non-Synthetic Bug;App crashes;Easy;5;['10', '11', '12', '13'];3;0.3333333333333333;0.4761904761904761;0;0;1;1;1;1;1;1;1;1
Bug1207;2;App crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11', '12', '13'];1;1.0;0.95;1;1;1;1;1;1;1;1;1;1
Bug1214;0;"Confirmation field doesn't react to ""show password"" option when setting password/PIN the first time";1;Synthetic Bug;Unclickable component;Easy;5;['5'];6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug1214;1;The confirm password field doesn't show password/PIN.;0;Synthetic Bug;Text in Component disappears;Easy;4;['5'];7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug1215;0;Crash when entering too large of a number in manual entry dialog;1;Non-Synthetic Bug;App crashes;Easy;4;['10'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1215;0;Crash when entering too large of a number in manual entry dialog;1;Non-Synthetic Bug;App crashes;Easy;4;['10'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1215;1;The application crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10'];11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug1215;1;The application crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30'];3;0.3333333333333333;0.284047619047619;0;0;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30', '36'];4;0.25;0.2200207039337474;0;0;0;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30', '36'];4;0.25;0.2200207039337474;0;0;0;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['5'];7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['5', '11'];9;0.1111111111111111;0.1464646464646464;0;0;0;0;0;0;0;0;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30', '36'];1;1.0;0.8526315789473685;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30', '36'];1;1.0;0.8526315789473685;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['5'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['5', '11'];2;0.5;0.3611111111111111;0;1;1;1;1;1;1;1;1;1
Bug1226;0;App crashes after creating account with BYN currency;1;Non-Synthetic Bug;App crashes;Easy;5;['2'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug1226;0;App crashes after creating account with BYN currency;1;Non-Synthetic Bug;App crashes;Easy;5;['2'];14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug1226;1;3. App crashes;0;Non-Synthetic Bug;App crashes;Hard;2;['2'];8;0.125;0.125;0;0;0;0;0;0;0;1;1;1
Bug1226;1;3. App crashes;0;Non-Synthetic Bug;App crashes;Hard;2;['2'];13;0.0769230769230769;0.0769230769230769;0;0;0;0;0;0;0;0;0;0
Bug1226;2;4. Any further attempts to start the app cause crashes;0;Non-Synthetic Bug;App crashes;Easy;5;['2'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug1226;2;4. Any further attempts to start the app cause crashes;0;Non-Synthetic Bug;App crashes;Easy;5;['2'];13;0.0769230769230769;0.0769230769230769;0;0;0;0;0;0;0;0;0;0
Bug1299;0;[BUG] Crashes in Collect after importing field_sample.csv;1;Non-Synthetic Bug;App crashes;Easy;3;['16'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1299;1;Following exception occurs after importing a sample csv, going to Collect, and pressing the +1 button.;0;Non-Synthetic Bug;App crashes;Easy;5;['16'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1299;2;6. Click any button (other than primary/secondary choice) on this page and the app crashes;0;Non-Synthetic Bug;App crashes;Easy;4;['16'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1430;0;Crash after deleting a program that is in progress;1;Non-Synthetic Bug;App crashes;Hard;3;['10', '11'];16;0.0625;0.0729166666666666;0;0;0;0;0;0;0;0;0;0
Bug1430;1;"If you start a program, then go to delete it without first stopping it, then the next time you go back into ""Workout"" the application will crash.";0;Non-Synthetic Bug;App crashes;Easy;5;['10', '11'];2;0.5;0.3214285714285714;0;1;1;1;1;1;1;1;1;1
Bug1430;2;It will be stuck in a crash loop.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11'];11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug1430;3;The application will crash.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11'];6;0.1666666666666666;0.1309523809523809;0;0;0;0;0;1;1;1;1;1
Bug1441;0;Issue manually entering fishing spot coordinates;1;Synthetic Bug;Textual error in screen;Hard;2;['8'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1441;1;"If the ""sync"" icon isn't clicked after manually entering coordinates, the fishing spot's coordinates aren't updated accordingly.";0;Synthetic Bug;Uneditable component;Easy;5;['8'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1441;2;5. In the edit location screen the coordinates are not correct;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['8'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1645;0;Crash in Add Exercise Dialog;1;Non-Synthetic Bug;App crashes;Hard;3;['7', '8'];3;0.3333333333333333;0.2575757575757575;0;0;1;1;1;1;1;1;1;1
Bug1645;0;Crash in Add Exercise Dialog;1;Non-Synthetic Bug;App crashes;Hard;3;['7', '8'];3;0.3333333333333333;0.2435897435897435;0;0;1;1;1;1;1;1;1;1
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;0;Non-Synthetic Bug;App crashes;Easy;5;['7', '8'];2;0.5;0.3611111111111111;0;1;1;1;1;1;1;1;1;1
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;0;Non-Synthetic Bug;App crashes;Easy;5;['7', '8'];2;0.5;0.375;0;1;1;1;1;1;1;1;1;1
Bug1645;2;6. See the Error;0;Non-Synthetic Bug;App crashes;Hard;1;['7', '8'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1645;2;6. See the Error;0;Non-Synthetic Bug;App crashes;Hard;1;['7', '8'];3;0.3333333333333333;0.3666666666666667;0;0;1;1;1;1;1;1;1;1
Bug91;0;Can no longer enter text in SSID Filter TextView;1;Synthetic Bug;Uneditable component;Easy;5;['3', '4'];18;0.0555555555555555;0.0804093567251462;0;0;0;0;0;0;0;0;0;0
Bug91;1;Cannot enter any text in the SSID Filter field.;0;Synthetic Bug;Uneditable component;Easy;5;['3', '4'];13;0.0769230769230769;0.1098901098901098;0;0;0;0;0;0;0;0;0;0
Bug91;2;Keyboard does not pop up.;0;Non-Synthetic Bug;Component disappear;Easy;4;['3', '4'];6;0.1666666666666666;0.1458333333333333;0;0;0;0;0;1;1;1;1;1
Bug92;0;MAC vendor search is case sensitive;1;Synthetic Bug;Textual error in screen;Easy;4;['5'];6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug92;1;However, as already stated in one of the comments, the search is case sensitive, it only works if you type upper case letters.;0;Synthetic Bug;Textual error in screen;Easy;4;['5'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug92;2;4. See no results;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['5'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Synthetic Bug;Wrong theme in screen;Easy;3;['10'];12;0.0833333333333333;0.0833333333333333;0;0;0;0;0;0;0;0;0;0
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Synthetic Bug;Wrong theme in screen;Easy;3;['10'];14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug158;1;Card background is always 100% black.;0;Synthetic Bug;Wrong theme in screen;Easy;4;['10'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug158;1;Card background is always 100% black.;0;Synthetic Bug;Wrong theme in screen;Easy;4;['10'];17;0.0588235294117647;0.0588235294117647;0;0;0;0;0;0;0;0;0;0
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['3'];6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '9'];4;0.25;0.2678571428571428;0;0;0;1;1;1;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '10'];2;0.5;0.3928571428571428;0;1;1;1;1;1;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '10'];3;0.3333333333333333;0.3095238095238095;0;0;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '9'];1;1.0;0.75;1;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '10'];2;0.5;0.3928571428571428;0;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '10'];2;0.5;0.3928571428571428;0;1;1;1;1;1;1;1;1;1
Bug192;0;Cursor position reset when switching away from app;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug192;1;Cursor goes back to the initial position.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug192;2;If you insert the image after switching back, it'll be inserted at the beginning of the file.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug199;0;Autosync Does Not Activate After Regaining Connectivity;1;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug199;1;4. Obs remain in Waiting for Upload... state and pull to refresh does not activate a sync.;0;Synthetic Bug;Component is not displayed (correctly);Easy;5;['4'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug200;0;Ghost thumbnail image in observation list view;1;Synthetic Bug;Undesirable component;Hard;2;['2'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug200;0;Ghost thumbnail image in observation list view;1;Synthetic Bug;Undesirable component;Hard;2;['2', '7'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;0;Synthetic Bug;Undesirable component;Easy;5;['2'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;0;Synthetic Bug;Undesirable component;Easy;5;['2', '7'];7;0.1428571428571428;0.1964285714285714;0;0;0;0;0;0;1;1;1;1
Bug1033;0;"Bug: ""%"" are duplicated in ""Deck options""";1;Synthetic Bug;Undesirable component;Easy;4;['2', '3', '4', '5'];1;1.0;0.740909090909091;1;1;1;1;1;1;1;1;1;1
Bug1033;1;"""%"" are duplicated on 2.9alpha18";0;Synthetic Bug;Undesirable component;Hard;2;['2', '3', '4', '5'];1;1.0;0.6833333333333333;1;1;1;1;1;1;1;1;1;1
Bug1198;0;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['22', '23', '24', '25', '26', '27', '28', '29'];2;0.5;0.5302788220551379;0;1;1;1;1;1;1;1;1;1
Bug1198;1;7. The previous file abc_encrypted.pdf is overwritten;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;4;['22', '23', '24', '25', '26', '27', '28', '29'];1;1.0;0.7011446886446886;1;1;1;1;1;1;1;1;1;1
Bug1389;0;Crash when adding empty link;1;Non-Synthetic Bug;App crashes;Easy;4;['1', '4'];3;0.3333333333333333;0.4166666666666666;0;0;1;1;1;1;1;1;1;1
Bug1389;1;"Open app -> tap to + button -> write ""abcde"" or leave a blank line -> tap to add button -> crash";0;Non-Synthetic Bug;App crashes;Easy;5;['1', '4'];1;1.0;0.7;1;1;1;1;1;1;1;1;1;1
Bug1425;0;BMI wrong when weight is not in kg;1;Synthetic Bug;Wrong information is displayed;Easy;5;['22', '23'];1;1.0;0.5384615384615384;1;1;1;1;1;1;1;1;1;1
Bug1425;1;When the weight is set in lb or st the BMI calculated is wrong.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['22', '23'];2;0.5;0.3088235294117647;0;1;1;1;1;1;1;1;1;1
Bug1425;2;See error;0;Synthetic Bug;Wrong information is displayed;Hard;1;['22', '23'];23;0.0434782608695652;0.0562218890554722;0;0;0;0;0;0;0;0;0;0
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['7', '8', '9', '10', '11', '12'];4;0.25;0.4039983164983165;0;0;0;1;1;1;1;1;1;1
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['7', '8', '9'];4;0.25;0.2896825396825397;0;0;0;1;1;1;1;1;1;1
Bug1446;1;5. There will be two of the same spot showing in the list;0;Synthetic Bug;Undesirable component;Easy;4;['7', '8', '9', '10', '11', '12'];4;0.25;0.4459956709956709;0;0;0;1;1;1;1;1;1;1
